index,urlkey,timestamp,url,mime,mime-detected,status,digest,length,offset,filename,languages,encoding,redirect,truncated,index_name,success_status,html
11,"nl,slotzuylen)/agenda/bij-de-baron-aan-tafel/2024-11-30",20241003191232,http://slotzuylen.nl/agenda/bij-de-baron-aan-tafel/2024-11-30/,text/html,text/html,301,LGGT76I5HYSS6HQT36GPANELE4H7FWR7,611,1062899,crawl-data/CC-MAIN-2024-42/segments/1727944253216.9/crawldiagnostics/CC-MAIN-20241003185904-20241003215904-00213.warc.gz,,,https://slotzuylen.nl/agenda/bij-de-baron-aan-tafel/2024-11-30/,,CC-MAIN-2024-42,not processed,
10,"nl,slotzuylen)/agenda/bij-de-baron-aan-tafel-2/2024-11-19",20241003202446,https://slotzuylen.nl/agenda/bij-de-baron-aan-tafel-2/2024-11-19/,text/html,text/html,200,EZND3V5OQN6MBIYG3LQK4LKSKJDMNF72,25344,480705828,crawl-data/CC-MAIN-2024-42/segments/1727944253216.9/warc/CC-MAIN-20241003185904-20241003215904-00592.warc.gz,nld,UTF-8,,,CC-MAIN-2024-42,not processed,
9,"nl,slotzuylen)/agenda/bij-de-baron-aan-tafel-2/2024-11-19",20241003202446,http://slotzuylen.nl/agenda/bij-de-baron-aan-tafel-2/2024-11-19/,text/html,text/html,301,LGGT76I5HYSS6HQT36GPANELE4H7FWR7,612,1445468,crawl-data/CC-MAIN-2024-42/segments/1727944253216.9/crawldiagnostics/CC-MAIN-20241003185904-20241003215904-00051.warc.gz,,,https://slotzuylen.nl/agenda/bij-de-baron-aan-tafel-2/2024-11-19/,,CC-MAIN-2024-42,not processed,
8,"nl,slotzuylen)/agenda/belle-theatervoorstelling",20241010175642,https://slotzuylen.nl/agenda/belle-theatervoorstelling/,text/html,text/html,200,7BT5YUWQIMXV7IV325SOQA62RIBIDDR4,22633,461096369,crawl-data/CC-MAIN-2024-42/segments/1727944253693.30/warc/CC-MAIN-20241010155548-20241010185548-00250.warc.gz,nld,UTF-8,,,CC-MAIN-2024-42,not processed,
7,"nl,slotzuylen)/agenda/2017/snertconcert-2017",20241010165316,https://slotzuylen.nl/agenda/2017/snertconcert-2017/,text/html,text/html,404,J7BH3L5CTW7XK4KVLOBTBV6TQO5ULGFT,17799,16095382,crawl-data/CC-MAIN-2024-42/segments/1727944253693.30/crawldiagnostics/CC-MAIN-20241010155548-20241010185548-00740.warc.gz,,,,,CC-MAIN-2024-42,not processed,
6,"nl,slotzuylen)/agenda/2017/snertconcert-2017",20241010165315,https://www.slotzuylen.nl/agenda/2017/snertconcert-2017/,text/html,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,629,27395339,crawl-data/CC-MAIN-2024-42/segments/1727944253693.30/crawldiagnostics/CC-MAIN-20241010155548-20241010185548-00719.warc.gz,,,https://slotzuylen.nl/agenda/2017/snertconcert-2017/,,CC-MAIN-2024-42,not processed,
5,"nl,slotzuylen)/agenda/2017/snertconcert-2017",20241010165314,http://www.slotzuylen.nl/agenda/2017/snertconcert-2017/,text/html,text/html,301,LGGT76I5HYSS6HQT36GPANELE4H7FWR7,606,1910085,crawl-data/CC-MAIN-2024-42/segments/1727944253693.30/crawldiagnostics/CC-MAIN-20241010155548-20241010185548-00100.warc.gz,,,https://www.slotzuylen.nl/agenda/2017/snertconcert-2017/,,CC-MAIN-2024-42,not processed,
4,"nl,slotzuylen)/agenda/2015/herfstdag",20241010164811,https://slotzuylen.nl/agenda/2015/herfstdag/,text/html,text/html,404,3AKE2EKBG4TSW6YU65VXODMKZOBIATVV,17797,15736447,crawl-data/CC-MAIN-2024-42/segments/1727944253693.30/crawldiagnostics/CC-MAIN-20241010155548-20241010185548-00381.warc.gz,,,,,CC-MAIN-2024-42,not processed,
32,"nl,slotzuylen)/agenda/overzicht?related_series=13025",20241003191946,https://slotzuylen.nl/agenda/overzicht/?related_series=13025,text/html,text/html,200,Q3FOYGBDH63AR2525ITKBEP7YNTCK3OR,24395,500662757,crawl-data/CC-MAIN-2024-42/segments/1727944253216.9/warc/CC-MAIN-20241003185904-20241003215904-00192.warc.gz,nld,UTF-8,,,CC-MAIN-2024-42,not processed,
2,"nl,slotzuylen)/agenda/2015/herfstdag",20241010164809,http://www.slotzuylen.nl/agenda/2015/herfstdag/,text/html,text/html,301,LGGT76I5HYSS6HQT36GPANELE4H7FWR7,605,1971524,crawl-data/CC-MAIN-2024-42/segments/1727944253693.30/crawldiagnostics/CC-MAIN-20241010155548-20241010185548-00421.warc.gz,,,https://www.slotzuylen.nl/agenda/2015/herfstdag/,,CC-MAIN-2024-42,not processed,
1,"nl,slotzuylen)/aan-het-hof-van-tuyll-in-dienst-van-koningen-keizers-en-stadhouders",20241003193623,https://slotzuylen.nl/aan-het-hof-van-tuyll-in-dienst-van-koningen-keizers-en-stadhouders/,text/html,text/html,200,AWUY3ZS2V2IQDOKC4MYXEMW23HCJMTZS,20423,474705582,crawl-data/CC-MAIN-2024-42/segments/1727944253216.9/warc/CC-MAIN-20241003185904-20241003215904-00415.warc.gz,"nld,afr",UTF-8,,,CC-MAIN-2024-42,not processed,
0,"nl,slotzuylen)/",20241003190555,https://slotzuylen.nl/,text/html,text/html,200,JESRYS3GAFUZUE5RSBXF7O3PJL5QCTLN,21618,486760884,crawl-data/CC-MAIN-2024-42/segments/1727944253216.9/warc/CC-MAIN-20241003185904-20241003215904-00012.warc.gz,nld,UTF-8,,,CC-MAIN-2024-42,not processed,
31,"nl,slotzuylen)/agenda/overzicht?eventdisplay=past&related_series=13038",20241003192141,https://slotzuylen.nl/agenda/overzicht/?related_series=13038&eventDisplay=past,text/html,text/html,200,KOKCKDXWKDNTKYLOP33GNSPNLKBDIXMN,24424,479818847,crawl-data/CC-MAIN-2024-42/segments/1727944253216.9/warc/CC-MAIN-20241003185904-20241003215904-00359.warc.gz,nld,UTF-8,,,CC-MAIN-2024-42,not processed,
28,"nl,slotzuylen)/agenda/maand?related_series=13207",20241003195532,https://slotzuylen.nl/agenda/maand/?related_series=13207,text/html,text/html,200,ZNEOVN22OU2A5BWZED22MHKTGPQLIZG6,17389,487943172,crawl-data/CC-MAIN-2024-42/segments/1727944253216.9/warc/CC-MAIN-20241003185904-20241003215904-00297.warc.gz,nld,UTF-8,,,CC-MAIN-2024-42,not processed,
33,"nl,slotzuylen)/bewoners",20241003200739,https://slotzuylen.nl/bewoners/,text/html,text/html,200,PMKRUUV4BRTTHGXEONRCBNSDFD7YNIS6,22493,484980593,crawl-data/CC-MAIN-2024-42/segments/1727944253216.9/warc/CC-MAIN-20241003185904-20241003215904-00648.warc.gz,nld,UTF-8,,,CC-MAIN-2024-42,not processed,
49,"nl,slotzuylen)/robots.txt",20241010164809,https://www.slotzuylen.nl/robots.txt,text/plain,text/x-robots,200,7J4LGWJKIEH6FKPFYO3FYDWETCYEISJY,652,1726724,crawl-data/CC-MAIN-2024-42/segments/1727944253693.30/robotstxt/CC-MAIN-20241010155548-20241010185548-00358.warc.gz,,,,,CC-MAIN-2024-42,not processed,
34,"nl,slotzuylen)/bezoek-en-info",20241003194127,https://slotzuylen.nl/bezoek-en-info/,text/html,text/html,200,FCH2YGBBWHIPHQQIMLHHF6SN4FMKJ6B5,21460,488957669,crawl-data/CC-MAIN-2024-42/segments/1727944253216.9/warc/CC-MAIN-20241003185904-20241003215904-00464.warc.gz,nld,UTF-8,,,CC-MAIN-2024-42,not processed,
63,"nl,slotzuylen)/wp-content/uploads/2024/09/vrijwilligersfuncties-slotzuylen.pdf",20241003193348,https://slotzuylen.nl/wp-content/uploads/2024/09/Vrijwilligersfuncties-SlotZuylen.pdf,application/pdf,application/pdf,200,C3SFHIZ26ZU6CRB2IU2UYRBFIYVWHVAN,431317,494512190,crawl-data/CC-MAIN-2024-42/segments/1727944253216.9/warc/CC-MAIN-20241003185904-20241003215904-00888.warc.gz,,,,,CC-MAIN-2024-42,not processed,
62,"nl,slotzuylen)/winkel",20241003210446,https://slotzuylen.nl/winkel/,text/html,text/html,200,E7NQ2O57BBAF765KXKVN7WRU7IUDZ6ZP,20894,500784995,crawl-data/CC-MAIN-2024-42/segments/1727944253216.9/warc/CC-MAIN-20241003185904-20241003215904-00265.warc.gz,nld,UTF-8,,,CC-MAIN-2024-42,not processed,
61,"nl,slotzuylen)/tours-rondleidingen",20241003195207,https://slotzuylen.nl/tours-rondleidingen/,text/html,text/html,200,BSRNJLQABQREXTYVVLE7XCCOHIDKEQT2,21643,491473037,crawl-data/CC-MAIN-2024-42/segments/1727944253216.9/warc/CC-MAIN-20241003185904-20241003215904-00413.warc.gz,nld,UTF-8,,,CC-MAIN-2024-42,not processed,
60,"nl,slotzuylen)/tentoonstelling",20241003200708,https://slotzuylen.nl/tentoonstelling/,text/html,text/html,200,Y6VPEJLE7H6U3HPMNZYXXS5HT74V67MS,19291,512301087,crawl-data/CC-MAIN-2024-42/segments/1727944253216.9/warc/CC-MAIN-20241003185904-20241003215904-00870.warc.gz,nld,UTF-8,,,CC-MAIN-2024-42,not processed,
59,"nl,slotzuylen)/tag/test",20241003201545,https://slotzuylen.nl/tag/test/,text/html,text/html,200,K3MINKREZEBX4OIRYIXVEKDADEBAEHLW,17403,493680965,crawl-data/CC-MAIN-2024-42/segments/1727944253216.9/warc/CC-MAIN-20241003185904-20241003215904-00180.warc.gz,nld,UTF-8,,,CC-MAIN-2024-42,not processed,
58,"nl,slotzuylen)/slot/bewoners/belle",20241010175642,https://slotzuylen.nl/slot/bewoners/belle,text/html,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,637,17028383,crawl-data/CC-MAIN-2024-42/segments/1727944253693.30/crawldiagnostics/CC-MAIN-20241010155548-20241010185548-00855.warc.gz,,,https://slotzuylen.nl/agenda/belle-theatervoorstelling/,,CC-MAIN-2024-42,not processed,
57,"nl,slotzuylen)/slot/bewoners/belle",20241010175640,https://www.slotzuylen.nl/slot/bewoners/belle,text/html,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,623,28208361,crawl-data/CC-MAIN-2024-42/segments/1727944253693.30/crawldiagnostics/CC-MAIN-20241010155548-20241010185548-00504.warc.gz,,,https://slotzuylen.nl/slot/bewoners/belle,,CC-MAIN-2024-42,not processed,
55,"nl,slotzuylen)/series/knutsel-je-eigen-lampion",20241003201524,https://slotzuylen.nl/series/knutsel-je-eigen-lampion/,text/html,text/html,200,5F24PKTFOI7RYSIPZHPEARJN4CCYIJDL,25098,504091296,crawl-data/CC-MAIN-2024-42/segments/1727944253216.9/warc/CC-MAIN-20241003185904-20241003215904-00037.warc.gz,nld,UTF-8,,,CC-MAIN-2024-42,not processed,
54,"nl,slotzuylen)/series/knutsel-je-eigen-lampion",20241003201522,http://slotzuylen.nl/series/knutsel-je-eigen-lampion/,text/html,text/html,301,LGGT76I5HYSS6HQT36GPANELE4H7FWR7,605,950095,crawl-data/CC-MAIN-2024-42/segments/1727944253216.9/crawldiagnostics/CC-MAIN-20241003185904-20241003215904-00498.warc.gz,,,https://slotzuylen.nl/series/knutsel-je-eigen-lampion/,,CC-MAIN-2024-42,not processed,
53,"nl,slotzuylen)/series/draden-van-ons-nederlandse-slavernijverleden",20241003210552,https://slotzuylen.nl/series/draden-van-ons-nederlandse-slavernijverleden/,text/html,text/html,200,B5X5VZLKQW2476BDXITO7OYDY6NOT4QP,24208,496925487,crawl-data/CC-MAIN-2024-42/segments/1727944253216.9/warc/CC-MAIN-20241003185904-20241003215904-00102.warc.gz,nld,UTF-8,,,CC-MAIN-2024-42,not processed,
52,"nl,slotzuylen)/series/draden-van-ons-nederlandse-slavernijverleden",20241003210550,http://slotzuylen.nl/series/draden-van-ons-nederlandse-slavernijverleden/,text/html,text/html,301,LGGT76I5HYSS6HQT36GPANELE4H7FWR7,620,1243851,crawl-data/CC-MAIN-2024-42/segments/1727944253216.9/crawldiagnostics/CC-MAIN-20241003185904-20241003215904-00427.warc.gz,,,https://slotzuylen.nl/series/draden-van-ons-nederlandse-slavernijverleden/,,CC-MAIN-2024-42,not processed,
51,"nl,slotzuylen)/route-parkeren",20241003192039,https://slotzuylen.nl/route-parkeren/,text/html,text/html,200,RNOV6VGONEU6CRPEL3FIT3CFA63WWCBO,22913,477845502,crawl-data/CC-MAIN-2024-42/segments/1727944253216.9/warc/CC-MAIN-20241003185904-20241003215904-00879.warc.gz,nld,UTF-8,,,CC-MAIN-2024-42,not processed,
50,"nl,slotzuylen)/robots.txt",20241010164810,https://slotzuylen.nl/robots.txt,text/plain,text/x-robots,200,7J4LGWJKIEH6FKPFYO3FYDWETCYEISJY,644,986742,crawl-data/CC-MAIN-2024-42/segments/1727944253693.30/robotstxt/CC-MAIN-20241010155548-20241010185548-00763.warc.gz,,,,,CC-MAIN-2024-42,not processed,
56,"nl,slotzuylen)/slot/bewoners/belle",20241010175638,http://www.slotzuylen.nl/slot/bewoners/belle,text/html,text/html,301,LGGT76I5HYSS6HQT36GPANELE4H7FWR7,598,1858621,crawl-data/CC-MAIN-2024-42/segments/1727944253693.30/crawldiagnostics/CC-MAIN-20241010155548-20241010185548-00519.warc.gz,,,https://www.slotzuylen.nl/slot/bewoners/belle,,CC-MAIN-2024-42,not processed,
48,"nl,slotzuylen)/robots.txt",20241010164808,http://www.slotzuylen.nl/robots.txt,text/html,text/html,301,LGGT76I5HYSS6HQT36GPANELE4H7FWR7,594,402186,crawl-data/CC-MAIN-2024-42/segments/1727944253693.30/robotstxt/CC-MAIN-20241010155548-20241010185548-00123.warc.gz,,,https://www.slotzuylen.nl/robots.txt,,CC-MAIN-2024-42,not processed,
41,"nl,slotzuylen)/historie",20241003191135,https://slotzuylen.nl/historie/,text/html,text/html,200,VSX2FHHMQNI65A4PYVXZXDMK6OSRVTUE,21323,485756606,crawl-data/CC-MAIN-2024-42/segments/1727944253216.9/warc/CC-MAIN-20241003185904-20241003215904-00154.warc.gz,nld,UTF-8,,,CC-MAIN-2024-42,not processed,
47,"nl,slotzuylen)/robots.txt",20241003191231,http://slotzuylen.nl/robots.txt,text/html,text/html,301,LGGT76I5HYSS6HQT36GPANELE4H7FWR7,591,295371,crawl-data/CC-MAIN-2024-42/segments/1727944253216.9/robotstxt/CC-MAIN-20241003185904-20241003215904-00736.warc.gz,,,https://slotzuylen.nl/robots.txt,,CC-MAIN-2024-42,not processed,
36,"nl,slotzuylen)/category/huren",20241003191348,https://slotzuylen.nl/category/huren/,text/html,text/html,200,X37GZULCERJRYVC5N7EYYHCMOYFY6B6C,22107,476943735,crawl-data/CC-MAIN-2024-42/segments/1727944253216.9/warc/CC-MAIN-20241003185904-20241003215904-00286.warc.gz,nld,UTF-8,,,CC-MAIN-2024-42,not processed,
37,"nl,slotzuylen)/category/podcast",20241003201643,https://slotzuylen.nl/category/podcast/,text/html,text/html,200,IKJW5HUYHLW3UYXJ6HVFK4GBJT37BFUX,17439,495245542,crawl-data/CC-MAIN-2024-42/segments/1727944253216.9/warc/CC-MAIN-20241003185904-20241003215904-00624.warc.gz,nld,UTF-8,,,CC-MAIN-2024-42,not processed,
38,"nl,slotzuylen)/collectie",20241003204051,https://slotzuylen.nl/collectie/,text/html,text/html,200,PMVKZ5GGVD4FXGMW57JVISG6KWSQPUPS,22457,497098256,crawl-data/CC-MAIN-2024-42/segments/1727944253216.9/warc/CC-MAIN-20241003185904-20241003215904-00001.warc.gz,nld,UTF-8,,,CC-MAIN-2024-42,not processed,
39,"nl,slotzuylen)/contact",20241003191028,https://slotzuylen.nl/contact/,text/html,text/html,200,V6SR4E3XTDTV5EJ3EVL4KRQXYZMGUBDR,19356,493287135,crawl-data/CC-MAIN-2024-42/segments/1727944253216.9/warc/CC-MAIN-20241003185904-20241003215904-00191.warc.gz,nld,UTF-8,,,CC-MAIN-2024-42,not processed,
40,"nl,slotzuylen)/faq-huisregels",20241003195603,https://slotzuylen.nl/faq-huisregels/,text/html,text/html,200,GGZUKUG3EV6CCEYYHP4GAYIFOWER5YOU,21753,482522592,crawl-data/CC-MAIN-2024-42/segments/1727944253216.9/warc/CC-MAIN-20241003185904-20241003215904-00773.warc.gz,nld,UTF-8,,,CC-MAIN-2024-42,not processed,
35,"nl,slotzuylen)/category/e-learnings",20241003190741,https://slotzuylen.nl/category/e-learnings/,text/html,text/html,200,4UWWUXPXV4NS5KUKG3GPKQGGL3ICZFC4,17430,487892835,crawl-data/CC-MAIN-2024-42/segments/1727944253216.9/warc/CC-MAIN-20241003185904-20241003215904-00447.warc.gz,nld,UTF-8,,,CC-MAIN-2024-42,not processed,
42,"nl,slotzuylen)/huren",20241003202428,https://slotzuylen.nl/huren/,text/html,text/html,200,C7DY3H5TZCZFGZ3TKCXS2SQFRB2UHDU6,22200,500855228,crawl-data/CC-MAIN-2024-42/segments/1727944253216.9/warc/CC-MAIN-20241003185904-20241003215904-00061.warc.gz,nld,UTF-8,,,CC-MAIN-2024-42,not processed,
43,"nl,slotzuylen)/kasteel",20241003203844,https://slotzuylen.nl/kasteel/,text/html,text/html,200,6JAETJREN5HDNENSI7A6JHNBOMEK6VEA,22150,468447740,crawl-data/CC-MAIN-2024-42/segments/1727944253216.9/warc/CC-MAIN-20241003185904-20241003215904-00882.warc.gz,nld,UTF-8,,,CC-MAIN-2024-42,not processed,
44,"nl,slotzuylen)/over-ons",20241003210518,https://slotzuylen.nl/over-ons/,text/html,text/html,200,A53PSNIHKGVZ3LZOLL2B4AZI3S2JTQJI,24158,488969343,crawl-data/CC-MAIN-2024-42/segments/1727944253216.9/warc/CC-MAIN-20241003185904-20241003215904-00460.warc.gz,nld,UTF-8,,,CC-MAIN-2024-42,not processed,
45,"nl,slotzuylen)/privacyverklaring",20241003200235,https://slotzuylen.nl/privacyverklaring/,text/html,text/html,200,Y7ANPMZ57ACEEDKMKAHKBHKFD7SVRQAU,20274,486013941,crawl-data/CC-MAIN-2024-42/segments/1727944253216.9/warc/CC-MAIN-20241003185904-20241003215904-00590.warc.gz,nld,UTF-8,,,CC-MAIN-2024-42,not processed,
46,"nl,slotzuylen)/robots.txt",20241003190309,https://slotzuylen.nl/robots.txt,text/plain,text/x-robots,200,7J4LGWJKIEH6FKPFYO3FYDWETCYEISJY,646,1111976,crawl-data/CC-MAIN-2024-42/segments/1727944253216.9/robotstxt/CC-MAIN-20241003185904-20241003215904-00763.warc.gz,,,,,CC-MAIN-2024-42,not processed,
38,"nl,slotzuylen)/english",20240913075131,https://www.slotzuylen.nl/english/,text/html,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,614,28827344,crawl-data/CC-MAIN-2024-38/segments/1725700651510.65/crawldiagnostics/CC-MAIN-20240913070112-20240913100112-00562.warc.gz,,,https://slotzuylen.nl/english/,,CC-MAIN-2024-38,not processed,
44,"nl,slotzuylen)/files/fietsroute",20240913080947,https://slotzuylen.nl/files/fietsroute/,text/html,text/html,404,N7ZM4YGW67WHOPEQ6XYG3ZP335NIEYL2,17529,16628932,crawl-data/CC-MAIN-2024-38/segments/1725700651510.65/crawldiagnostics/CC-MAIN-20240913070112-20240913100112-00079.warc.gz,,,,,CC-MAIN-2024-38,not processed,
43,"nl,slotzuylen)/files/fietsroute",20240913080945,https://www.slotzuylen.nl/files/fietsroute/,text/html,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,624,29054963,crawl-data/CC-MAIN-2024-38/segments/1725700651510.65/crawldiagnostics/CC-MAIN-20240913070112-20240913100112-00480.warc.gz,,,https://slotzuylen.nl/files/fietsroute/,,CC-MAIN-2024-38,not processed,
42,"nl,slotzuylen)/files/fietsroute",20240913080944,http://www.slotzuylen.nl/files/fietsroute/,text/html,text/html,301,LGGT76I5HYSS6HQT36GPANELE4H7FWR7,602,2583494,crawl-data/CC-MAIN-2024-38/segments/1725700651510.65/crawldiagnostics/CC-MAIN-20240913070112-20240913100112-00399.warc.gz,,,https://www.slotzuylen.nl/files/fietsroute/,,CC-MAIN-2024-38,not processed,
41,"nl,slotzuylen)/faq-huisregels",20240915000228,https://slotzuylen.nl/faq-huisregels/,text/html,text/html,200,GXHOSM3XSDRFHJCC2LFLCPI6GVFFJ62B,21681,490456132,crawl-data/CC-MAIN-2024-38/segments/1725700651601.85/warc/CC-MAIN-20240914225323-20240915015323-00773.warc.gz,nld,UTF-8,,,CC-MAIN-2024-38,not processed,
40,"nl,slotzuylen)/english",20240915005029,https://slotzuylen.nl/english,text/html,text/html,404,TRRJIDQH6YZ5RLSYOOB6ZZI7FUJNIV4M,17513,17010518,crawl-data/CC-MAIN-2024-38/segments/1725700651601.85/crawldiagnostics/CC-MAIN-20240914225323-20240915015323-00760.warc.gz,,,,,CC-MAIN-2024-38,not processed,
39,"nl,slotzuylen)/english",20240913075133,https://slotzuylen.nl/english/,text/html,text/html,404,Z67SM5L6WVHVU3VZ75C44SXEZBXINZ6M,17512,17412132,crawl-data/CC-MAIN-2024-38/segments/1725700651510.65/crawldiagnostics/CC-MAIN-20240913070112-20240913100112-00191.warc.gz,,,,,CC-MAIN-2024-38,not processed,
35,"nl,slotzuylen)/collectie",20240915004842,https://slotzuylen.nl/collectie/,text/html,text/html,200,6AAU7OHHALQZEL44CPTHZECVRUPHOKU6,22275,486610010,crawl-data/CC-MAIN-2024-38/segments/1725700651601.85/warc/CC-MAIN-20240914225323-20240915015323-00001.warc.gz,nld,UTF-8,,,CC-MAIN-2024-38,not processed,
37,"nl,slotzuylen)/english",20240913075131,http://www.slotzuylen.nl/english/,text/html,text/html,301,LGGT76I5HYSS6HQT36GPANELE4H7FWR7,590,2282544,crawl-data/CC-MAIN-2024-38/segments/1725700651510.65/crawldiagnostics/CC-MAIN-20240913070112-20240913100112-00135.warc.gz,,,https://www.slotzuylen.nl/english/,,CC-MAIN-2024-38,not processed,
36,"nl,slotzuylen)/contact",20240914230503,https://slotzuylen.nl/contact/,text/html,text/html,200,643PD7CS67OFV4QLICJOXHG6K344BNUF,19261,477424625,crawl-data/CC-MAIN-2024-38/segments/1725700651601.85/warc/CC-MAIN-20240914225323-20240915015323-00191.warc.gz,nld,UTF-8,,,CC-MAIN-2024-38,not processed,
46,"nl,slotzuylen)/interieur",20240915005557,https://slotzuylen.nl/interieur/,text/html,text/html,200,5L5KVZT224OUCFTYTS7WCWWNZVBFNMRW,21564,500254705,crawl-data/CC-MAIN-2024-38/segments/1725700651601.85/warc/CC-MAIN-20240914225323-20240915015323-00614.warc.gz,nld,UTF-8,,,CC-MAIN-2024-38,not processed,
34,"nl,slotzuylen)/category/historie",20240915001108,https://slotzuylen.nl/category/historie/,text/html,text/html,200,ZALRZSS3QHP6AYQGY3JWY3ZTOFNY7LVC,21268,501361300,crawl-data/CC-MAIN-2024-38/segments/1725700651601.85/warc/CC-MAIN-20240914225323-20240915015323-00021.warc.gz,nld,UTF-8,,,CC-MAIN-2024-38,not processed,
33,"nl,slotzuylen)/category/bezoek-info",20240914232834,https://slotzuylen.nl/category/bezoek-info/,text/html,text/html,200,SH3MUIVLZZ56J4DPOGTXKPYDU5YMVSSA,17401,496459044,crawl-data/CC-MAIN-2024-38/segments/1725700651601.85/warc/CC-MAIN-20240914225323-20240915015323-00643.warc.gz,nld,UTF-8,,,CC-MAIN-2024-38,not processed,
32,"nl,slotzuylen)/bewoners",20240915001412,https://slotzuylen.nl/bewoners/,text/html,text/html,200,ZNO33ZXITM2GWDCUQ4DP3VTVF7S6BXSA,22405,483462612,crawl-data/CC-MAIN-2024-38/segments/1725700651601.85/warc/CC-MAIN-20240914225323-20240915015323-00648.warc.gz,nld,UTF-8,,,CC-MAIN-2024-38,not processed,
31,"nl,slotzuylen)/agenda/vriendenconcert",20240915003421,https://slotzuylen.nl/agenda/vriendenconcert/,text/html,text/html,200,K5BLBI4ZNS2NB5OEOFGIWP2X3FEM5PIY,21113,489014092,crawl-data/CC-MAIN-2024-38/segments/1725700651601.85/warc/CC-MAIN-20240914225323-20240915015323-00635.warc.gz,nld,UTF-8,,,CC-MAIN-2024-38,not processed,
45,"nl,slotzuylen)/huren",20240915003841,https://slotzuylen.nl/huren/,text/html,text/html,200,2A2GOYUS5FOMGQZKDRIKG2BDOFQNAXGU,22016,484259886,crawl-data/CC-MAIN-2024-38/segments/1725700651601.85/warc/CC-MAIN-20240914225323-20240915015323-00061.warc.gz,nld,UTF-8,,,CC-MAIN-2024-38,not processed,
62,"nl,slotzuylen)/zakelijk",20240914233638,https://slotzuylen.nl/zakelijk/,text/html,text/html,200,LWASPDJOOXOBN7IS6VEB56V2ZCN5FZ4G,22420,487223697,crawl-data/CC-MAIN-2024-38/segments/1725700651601.85/warc/CC-MAIN-20240914225323-20240915015323-00792.warc.gz,nld,UTF-8,,,CC-MAIN-2024-38,not processed,
47,"nl,slotzuylen)/kasteel",20240915004627,https://slotzuylen.nl/kasteel/,text/html,text/html,200,ULYBYTTBPWHUXRFVRKBY4HZLFR7EVDU2,22024,488218719,crawl-data/CC-MAIN-2024-38/segments/1725700651601.85/warc/CC-MAIN-20240914225323-20240915015323-00882.warc.gz,nld,UTF-8,,,CC-MAIN-2024-38,not processed,
56,"nl,slotzuylen)/steunen",20240915010342,https://slotzuylen.nl/steunen/,text/html,text/html,200,KCMFITDJ5562FRKGYDZHFAZZTFDWG3GU,24482,491468539,crawl-data/CC-MAIN-2024-38/segments/1725700651601.85/warc/CC-MAIN-20240914225323-20240915015323-00717.warc.gz,nld,UTF-8,,,CC-MAIN-2024-38,not processed,
29,"nl,slotzuylen)/agenda/symposium-boomonderhoud",20240915005910,https://slotzuylen.nl/agenda/symposium-boomonderhoud/,text/html,text/html,200,RSZSMXQWHYRSTW3HG6WVF6NXAHAANVTX,23500,499350165,crawl-data/CC-MAIN-2024-38/segments/1725700651601.85/warc/CC-MAIN-20240914225323-20240915015323-00598.warc.gz,"nld,eng",UTF-8,,,CC-MAIN-2024-38,not processed,
61,"nl,slotzuylen)/winkel",20240915011641,https://slotzuylen.nl/winkel/,text/html,text/html,200,YWXWFAELOMH2XYDFVHXZOSTNIE5AHO47,20814,503748384,crawl-data/CC-MAIN-2024-38/segments/1725700651601.85/warc/CC-MAIN-20240914225323-20240915015323-00265.warc.gz,nld,UTF-8,,,CC-MAIN-2024-38,not processed,
60,"nl,slotzuylen)/tuinen",20240914232644,https://slotzuylen.nl/tuinen/,text/html,text/html,200,2REMLTPFA3BSVPC33KXIALPVCLCNI5HX,22015,490882817,crawl-data/CC-MAIN-2024-38/segments/1725700651601.85/warc/CC-MAIN-20240914225323-20240915015323-00312.warc.gz,nld,UTF-8,,,CC-MAIN-2024-38,not processed,
59,"nl,slotzuylen)/trouwen",20240914234753,https://slotzuylen.nl/trouwen/,text/html,text/html,200,JK33YTKOWB3A45HO7WGUQLIAAOPEIRCS,21881,496055603,crawl-data/CC-MAIN-2024-38/segments/1725700651601.85/warc/CC-MAIN-20240914225323-20240915015323-00871.warc.gz,nld,UTF-8,,,CC-MAIN-2024-38,not processed,
58,"nl,slotzuylen)/tours-rondleidingen",20240914235848,https://slotzuylen.nl/tours-rondleidingen/,text/html,text/html,200,HTTXCX3LQ2BG4GL23FLCIXIBQHT4723Z,21486,482206476,crawl-data/CC-MAIN-2024-38/segments/1725700651601.85/warc/CC-MAIN-20240914225323-20240915015323-00413.warc.gz,nld,UTF-8,,,CC-MAIN-2024-38,not processed,
57,"nl,slotzuylen)/tijden-prijzen",20240915005113,https://slotzuylen.nl/tijden-prijzen/,text/html,text/html,200,35T2I4WOIGBNY6SRDZCORDPXV4VMU4MK,21695,491564778,crawl-data/CC-MAIN-2024-38/segments/1725700651601.85/warc/CC-MAIN-20240914225323-20240915015323-00004.warc.gz,nld,UTF-8,,,CC-MAIN-2024-38,not processed,
